label,message,length,punct
spam,"New government loan program provides $23,025 to qualified individuals. No credit check, approval in 1 hour!",107,4
spam,"Congratulations! You're pre-approved for a $42,845 personal loan at 0% interest. No credit check required. Apply now!",117,5
spam,Guaranteed credit repair! We'll boost your score to 800+ in 30 days or your money back. Processing fee $642 applies.,116,3
spam,"Congratulations! You're pre-approved for a $46,975 personal loan at 0% interest. No credit check required. Apply now!",117,5
spam,"Congratulations! You're pre-approved for a $57,017 personal loan at 0% interest. No credit check required. Apply now!",117,5
spam,"Bad credit doesn't matter! Get approved for $20,965 loan today. Simple application, funds in 24 hours guaranteed.",113,5
spam,"Eliminate up to 90% of your debt with our government program. Reduce $168,413 debt to just $9,269. Call now!",108,5
spam,"Congratulations! You're pre-approved for a $64,131 personal loan at 0% interest. No credit check required. Apply now!",117,5
spam,"New government loan program provides $29,202 to qualified individuals. No credit check, approval in 1 hour!",107,4
spam,Guaranteed credit repair! We'll boost your score to 800+ in 30 days or your money back. Processing fee $547 applies.,116,3
spam,"New government loan program provides $39,764 to qualified individuals. No credit check, approval in 1 hour!",107,4
spam,"Bad credit doesn't matter! Get approved for $50,418 loan today. Simple application, funds in 24 hours guaranteed.",113,5
spam,"Bad credit doesn't matter! Get approved for $64,215 loan today. Simple application, funds in 24 hours guaranteed.",113,5
spam,Guaranteed credit repair! We'll boost your score to 800+ in 30 days or your money back. Processing fee $444 applies.,116,3
spam,Guaranteed credit repair! We'll boost your score to 800+ in 30 days or your money back. Processing fee $499 applies.,116,3
spam,"Bad credit doesn't matter! Get approved for $28,059 loan today. Simple application, funds in 24 hours guaranteed.",113,5
spam,"Congratulations! You're pre-approved for a $93,324 personal loan at 0% interest. No credit check required. Apply now!",117,5
spam,"New government loan program provides $42,115 to qualified individuals. No credit check, approval in 1 hour!",107,4
spam,"Bad credit doesn't matter! Get approved for $21,478 loan today. Simple application, funds in 24 hours guaranteed.",113,5
spam,"New government loan program provides $40,441 to qualified individuals. No credit check, approval in 1 hour!",107,4
spam,"Congratulations! You're pre-approved for a $82,848 personal loan at 0% interest. No credit check required. Apply now!",117,5
spam,"Eliminate up to 90% of your debt with our government program. Reduce $193,754 debt to just $19,617. Call now!",109,5
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,FREE Amazon gift card worth $443! Simply complete quick survey and pay $22 verification fee.,92,2
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,FREE Amazon gift card worth $363! Simply complete quick survey and pay $18 verification fee.,92,2
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,Congratulations! You've been selected to receive $493 in free gift cards. Simply pay $16 processing fee.,104,3
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,"Warehouse liquidation! Brand new electronics, clothing, and more at 95% off. Hurry, limited quantities available!",113,6
spam,FREE Amazon gift card worth $119! Simply complete quick survey and pay $16 verification fee.,92,2
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,FREE Amazon gift card worth $173! Simply complete quick survey and pay $20 verification fee.,92,2
spam,Congratulations! You've been selected to receive $866 in free gift cards. Simply pay $42 processing fee.,104,3
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,Congratulations! You've been selected to receive $698 in free gift cards. Simply pay $14 processing fee.,104,3
spam,Congratulations! You've been selected to receive $950 in free gift cards. Simply pay $35 processing fee.,104,3
spam,"Warehouse liquidation! Brand new electronics, clothing, and more at 95% off. Hurry, limited quantities available!",113,6
spam,Congratulations! You've been selected to receive $251 in free gift cards. Simply pay $39 processing fee.,104,3
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,Congratulations! You've been selected to receive $271 in free gift cards. Simply pay $13 processing fee.,104,3
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,Congratulations! You've been selected to receive $720 in free gift cards. Simply pay $20 processing fee.,104,3
spam,FREE Amazon gift card worth $358! Simply complete quick survey and pay $7 verification fee.,91,2
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,Congratulations! You've been selected to receive $863 in free gift cards. Simply pay $44 processing fee.,104,3
spam,FREE Amazon gift card worth $237! Simply complete quick survey and pay $15 verification fee.,92,2
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,Congratulations! You've been selected to receive $350 in free gift cards. Simply pay $32 processing fee.,104,3
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,FREE Amazon gift card worth $470! Simply complete quick survey and pay $24 verification fee.,92,2
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,"Warehouse liquidation! Brand new electronics, clothing, and more at 95% off. Hurry, limited quantities available!",113,6
spam,FREE Amazon gift card worth $131! Simply complete quick survey and pay $24 verification fee.,92,2
spam,Congratulations! You've been selected to receive $911 in free gift cards. Simply pay $32 processing fee.,104,3
spam,"Warehouse liquidation! Brand new electronics, clothing, and more at 95% off. Hurry, limited quantities available!",113,6
spam,"Warehouse liquidation! Brand new electronics, clothing, and more at 95% off. Hurry, limited quantities available!",113,6
spam,Congratulations! You've been selected to receive $435 in free gift cards. Simply pay $17 processing fee.,104,3
spam,Congratulations! You've been selected to receive $710 in free gift cards. Simply pay $46 processing fee.,104,3
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,"Warehouse liquidation! Brand new electronics, clothing, and more at 95% off. Hurry, limited quantities available!",113,6
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,Everything must go! Authentic brand items at wholesale prices. Limited time clearance sale - shop before it's too late!,119,3
spam,"Massive flash sale! Get authentic designer items at 90% off retail prices. Limited stock, today only. Free shipping worldwide!",126,5
spam,Congratulations! You've been selected to receive $576 in free gift cards. Simply pay $18 processing fee.,104,3
spam,Attractive singles in your area are looking for someone like you! Join our exclusive dating community today. Premium access available.,134,3
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Special offer: Get free access to our premium adult dating site today only. Meet local singles tonight - no strings attached!,125,3
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Special offer: Get free access to our premium adult dating site today only. Meet local singles tonight - no strings attached!,125,3
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Someone special has been admiring your profile! Find out who your secret admirer is by clicking here and joining today.,119,2
spam,Someone special has been admiring your profile! Find out who your secret admirer is by clicking here and joining today.,119,2
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Attractive singles in your area are looking for someone like you! Join our exclusive dating community today. Premium access available.,134,3
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Attractive singles in your area are looking for someone like you! Join our exclusive dating community today. Premium access available.,134,3
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Someone special has been admiring your profile! Find out who your secret admirer is by clicking here and joining today.,119,2
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Someone special has been admiring your profile! Find out who your secret admirer is by clicking here and joining today.,119,2
spam,Attractive singles in your area are looking for someone like you! Join our exclusive dating community today. Premium access available.,134,3
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Special offer: Get free access to our premium adult dating site today only. Meet local singles tonight - no strings attached!,125,3
spam,Attractive singles in your area are looking for someone like you! Join our exclusive dating community today. Premium access available.,134,3
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Attractive singles in your area are looking for someone like you! Join our exclusive dating community today. Premium access available.,134,3
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Someone special has been admiring your profile! Find out who your secret admirer is by clicking here and joining today.,119,2
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Special offer: Get free access to our premium adult dating site today only. Meet local singles tonight - no strings attached!,125,3
spam,Someone special has been admiring your profile! Find out who your secret admirer is by clicking here and joining today.,119,2
spam,"Ashley, 25, has viewed your profile and wants to connect. Click here to see her private photos and start chatting now!",118,4
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Special offer: Get free access to our premium adult dating site today only. Meet local singles tonight - no strings attached!,125,3
spam,Attractive singles in your area are looking for someone like you! Join our exclusive dating community today. Premium access available.,134,3
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Local women are actively looking for casual encounters. Join our discreet community and start meeting tonight. Registration required.,133,3
spam,Attractive singles in your area are looking for someone like you! Join our exclusive dating community today. Premium access available.,134,3
spam,Someone special has been admiring your profile! Find out who your secret admirer is by clicking here and joining today.,119,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Important security patch available. Open the attached file to install latest updates and protect your personal information.,123,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,WARNING: Multiple viruses detected on your computer! Download our emergency repair tool immediately to prevent data loss.,121,3
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,WARNING: Multiple viruses detected on your computer! Download our emergency repair tool immediately to prevent data loss.,121,3
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,Important security patch available. Open the attached file to install latest updates and protect your personal information.,123,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,WARNING: Multiple viruses detected on your computer! Download our emergency repair tool immediately to prevent data loss.,121,3
spam,Important security patch available. Open the attached file to install latest updates and protect your personal information.,123,2
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,WARNING: Multiple viruses detected on your computer! Download our emergency repair tool immediately to prevent data loss.,121,3
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,Important security patch available. Open the attached file to install latest updates and protect your personal information.,123,2
spam,Important security patch available. Open the attached file to install latest updates and protect your personal information.,123,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,WARNING: Multiple viruses detected on your computer! Download our emergency repair tool immediately to prevent data loss.,121,3
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,WARNING: Multiple viruses detected on your computer! Download our emergency repair tool immediately to prevent data loss.,121,3
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,Important security patch available. Open the attached file to install latest updates and protect your personal information.,123,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,Important security patch available. Open the attached file to install latest updates and protect your personal information.,123,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,Your computer is severely infected! Click the link to download our premium antivirus software and remove all threats instantly.,127,2
spam,System error detected on your device. Download the attached diagnostic tool to fix critical errors and improve performance.,123,2
spam,Critical Windows security update available. Download and install the attached file to protect your system from latest threats.,126,2
spam,Earthquake victims urgently need aid. Your donation of $159 provides medical care and supplies. Help now!,105,3
spam,Cancer patients can't afford treatment. Your $32 donation funds life-saving medications. Donate immediately!,108,3
spam,Children are dying from starvation. Just $27 feeds a child for a month. Click here to save a life today.,104,3
spam,"Disaster has struck! Families need emergency aid. Every $58 helps provide shelter, food, and medical care.",106,5
spam,Earthquake victims urgently need aid. Your donation of $59 provides medical care and supplies. Help now!,104,3
spam,"Disaster has struck! Families need emergency aid. Every $45 helps provide shelter, food, and medical care.",106,5
spam,Children are dying from starvation. Just $23 feeds a child for a month. Click here to save a life today.,104,3
spam,"Disaster has struck! Families need emergency aid. Every $26 helps provide shelter, food, and medical care.",106,5
spam,Cancer patients can't afford treatment. Your $31 donation funds life-saving medications. Donate immediately!,108,3
spam,"Disaster has struck! Families need emergency aid. Every $27 helps provide shelter, food, and medical care.",106,5
spam,Earthquake victims urgently need aid. Your donation of $24 provides medical care and supplies. Help now!,104,3
spam,Devastating hurricane has left thousands homeless. Your $66 donation provides emergency shelter and food. Donate now!,117,3
spam,Children are dying from starvation. Just $41 feeds a child for a month. Click here to save a life today.,104,3
spam,Children are dying from starvation. Just $40 feeds a child for a month. Click here to save a life today.,104,3
spam,Cancer patients can't afford treatment. Your $59 donation funds life-saving medications. Donate immediately!,108,3
spam,Earthquake victims urgently need aid. Your donation of $165 provides medical care and supplies. Help now!,105,3
spam,"Disaster has struck! Families need emergency aid. Every $10 helps provide shelter, food, and medical care.",106,5
spam,Devastating hurricane has left thousands homeless. Your $51 donation provides emergency shelter and food. Donate now!,117,3
spam,Devastating hurricane has left thousands homeless. Your $38 donation provides emergency shelter and food. Donate now!,117,3
spam,"Disaster has struck! Families need emergency aid. Every $41 helps provide shelter, food, and medical care.",106,5
spam,Earthquake victims urgently need aid. Your donation of $125 provides medical care and supplies. Help now!,105,3
spam,Devastating hurricane has left thousands homeless. Your $85 donation provides emergency shelter and food. Donate now!,117,3
spam,Cancer patients can't afford treatment. Your $138 donation funds life-saving medications. Donate immediately!,109,3
spam,Cancer patients can't afford treatment. Your $133 donation funds life-saving medications. Donate immediately!,109,3
spam,"Disaster has struck! Families need emergency aid. Every $38 helps provide shelter, food, and medical care.",106,5
spam,Earthquake victims urgently need aid. Your donation of $181 provides medical care and supplies. Help now!,105,3
spam,Cancer patients can't afford treatment. Your $143 donation funds life-saving medications. Donate immediately!,109,3
spam,Cancer patients can't afford treatment. Your $146 donation funds life-saving medications. Donate immediately!,109,3
spam,"Disaster has struck! Families need emergency aid. Every $37 helps provide shelter, food, and medical care.",106,5
spam,Devastating hurricane has left thousands homeless. Your $68 donation provides emergency shelter and food. Donate now!,117,3
spam,Children are dying from starvation. Just $7 feeds a child for a month. Click here to save a life today.,103,3
spam,Devastating hurricane has left thousands homeless. Your $63 donation provides emergency shelter and food. Donate now!,117,3
spam,Devastating hurricane has left thousands homeless. Your $58 donation provides emergency shelter and food. Donate now!,117,3
spam,Devastating hurricane has left thousands homeless. Your $86 donation provides emergency shelter and food. Donate now!,117,3
spam,Earthquake victims urgently need aid. Your donation of $50 provides medical care and supplies. Help now!,104,3
spam,Devastating hurricane has left thousands homeless. Your $38 donation provides emergency shelter and food. Donate now!,117,3
spam,Cancer patients can't afford treatment. Your $96 donation funds life-saving medications. Donate immediately!,108,3
spam,Devastating hurricane has left thousands homeless. Your $37 donation provides emergency shelter and food. Donate now!,117,3
spam,Cancer patients can't afford treatment. Your $36 donation funds life-saving medications. Donate immediately!,108,3
spam,"Disaster has struck! Families need emergency aid. Every $38 helps provide shelter, food, and medical care.",106,5
spam,Cancer patients can't afford treatment. Your $79 donation funds life-saving medications. Donate immediately!,108,3
spam,Devastating hurricane has left thousands homeless. Your $38 donation provides emergency shelter and food. Donate now!,117,3
spam,Devastating hurricane has left thousands homeless. Your $73 donation provides emergency shelter and food. Donate now!,117,3
spam,"Disaster has struck! Families need emergency aid. Every $19 helps provide shelter, food, and medical care.",106,5
spam,Earthquake victims urgently need aid. Your donation of $155 provides medical care and supplies. Help now!,105,3
spam,Devastating hurricane has left thousands homeless. Your $92 donation provides emergency shelter and food. Donate now!,117,3
spam,Cancer patients can't afford treatment. Your $91 donation funds life-saving medications. Donate immediately!,108,3
spam,Earthquake victims urgently need aid. Your donation of $162 provides medical care and supplies. Help now!,105,3
spam,Earthquake victims urgently need aid. Your donation of $66 provides medical care and supplies. Help now!,104,3
spam,Earthquake victims urgently need aid. Your donation of $197 provides medical care and supplies. Help now!,105,3
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $659 immediately. Call now to avoid arrest.,112,3
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $1048 immediately. Call now to avoid arrest.,113,3
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $2525 immediately. Call now to avoid arrest.,113,3
spam,IRS AUDIT ALERT: You owe $29512 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $4691 within 12 hours to avoid prosecution and jail time.,104,2
spam,FINAL NOTICE: You owe $1041 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,116,3
spam,FINAL NOTICE: You owe $425 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,115,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $4573 within 12 hours to avoid prosecution and jail time.,104,2
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $1413 immediately. Call now to avoid arrest.,113,3
spam,FINAL NOTICE: You owe $1912 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,116,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $2729 within 12 hours to avoid prosecution and jail time.,104,2
spam,IRS AUDIT ALERT: You owe $49432 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,IRS AUDIT ALERT: You owe $37721 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,COURT SUMMONS: Appear in court within 48 hours or warrant will be issued for your arrest. Contact legal department immediately.,127,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $1069 within 12 hours to avoid prosecution and jail time.,104,2
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $3412 within 12 hours to avoid prosecution and jail time.,104,2
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $2709 immediately. Call now to avoid arrest.,113,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $1429 within 12 hours to avoid prosecution and jail time.,104,2
spam,IRS AUDIT ALERT: You owe $44746 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,IRS AUDIT ALERT: You owe $48073 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $2119 within 12 hours to avoid prosecution and jail time.,104,2
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $2114 immediately. Call now to avoid arrest.,113,3
spam,FINAL NOTICE: You owe $1677 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,116,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $2553 within 12 hours to avoid prosecution and jail time.,104,2
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $4202 within 12 hours to avoid prosecution and jail time.,104,2
spam,COURT SUMMONS: Appear in court within 48 hours or warrant will be issued for your arrest. Contact legal department immediately.,127,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $4796 within 12 hours to avoid prosecution and jail time.,104,2
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $2131 within 12 hours to avoid prosecution and jail time.,104,2
spam,IRS AUDIT ALERT: You owe $6940 in back taxes. Contact us immediately or face criminal charges and asset seizure.,112,3
spam,FINAL NOTICE: You owe $1245 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,116,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $4583 within 12 hours to avoid prosecution and jail time.,104,2
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $863 immediately. Call now to avoid arrest.,112,3
spam,FINAL NOTICE: You owe $1832 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,116,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $2674 within 12 hours to avoid prosecution and jail time.,104,2
spam,IRS AUDIT ALERT: You owe $27198 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,IRS AUDIT ALERT: You owe $6688 in back taxes. Contact us immediately or face criminal charges and asset seizure.,112,3
spam,IRS AUDIT ALERT: You owe $26441 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,FINAL NOTICE: You owe $1331 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,116,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $3201 within 12 hours to avoid prosecution and jail time.,104,2
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $2695 immediately. Call now to avoid arrest.,113,3
spam,COURT SUMMONS: Appear in court within 48 hours or warrant will be issued for your arrest. Contact legal department immediately.,127,3
spam,IRS AUDIT ALERT: You owe $39488 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,COURT SUMMONS: Appear in court within 48 hours or warrant will be issued for your arrest. Contact legal department immediately.,127,3
spam,URGENT LEGAL NOTICE: Pay outstanding amount of $2307 within 12 hours to avoid prosecution and jail time.,104,2
spam,IRS AUDIT ALERT: You owe $13987 in back taxes. Contact us immediately or face criminal charges and asset seizure.,113,3
spam,FINAL NOTICE: You owe $1191 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,116,3
spam,IRS AUDIT ALERT: You owe $6021 in back taxes. Contact us immediately or face criminal charges and asset seizure.,112,3
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $1379 immediately. Call now to avoid arrest.,113,3
spam,FINAL WARNING: Legal action will be taken in 24 hours unless you pay $1409 immediately. Call now to avoid arrest.,113,3
spam,FINAL NOTICE: You owe $415 in unpaid fines. Pay within 24 hours or face legal prosecution and additional penalties.,115,3
spam,Congratulations! Complete our quick 2-minute survey and win $1349 cash prize. Only 155 spots left!,98,3
spam,Congratulations! Complete our quick 2-minute survey and win $997 cash prize. Only 121 spots left!,97,3
spam,WIN a brand new iPhone! You're one of 705 selected participants. Complete survey to claim your prize!,101,3
spam,WIN a brand new iPhone! You're one of 633 selected participants. Complete survey to claim your prize!,101,3
spam,Get paid $80 for your valuable opinion! Take our survey and receive payment within 24 hours. Start earning now!,111,3
spam,Congratulations! Complete our quick 2-minute survey and win $1895 cash prize. Only 122 spots left!,98,3
spam,You've been chosen for our exclusive survey! Win a $117 Walmart gift card by sharing your opinion. Start now!,109,3
spam,Get paid $69 for your valuable opinion! Take our survey and receive payment within 24 hours. Start earning now!,111,3
spam,Congratulations! Complete our quick 2-minute survey and win $560 cash prize. Only 192 spots left!,97,3
spam,Congratulations! Complete our quick 2-minute survey and win $569 cash prize. Only 160 spots left!,97,3
spam,You've been chosen for our exclusive survey! Win a $419 Walmart gift card by sharing your opinion. Start now!,109,3
spam,You've been chosen for our exclusive survey! Win a $435 Walmart gift card by sharing your opinion. Start now!,109,3
spam,WIN a brand new iPhone! You're one of 564 selected participants. Complete survey to claim your prize!,101,3
spam,WIN a brand new iPhone! You're one of 482 selected participants. Complete survey to claim your prize!,101,3
spam,Congratulations! Complete our quick 2-minute survey and win $885 cash prize. Only 95 spots left!,96,3
spam,Get paid $86 for your valuable opinion! Take our survey and receive payment within 24 hours. Start earning now!,111,3
spam,Earn $519 by completing our market research survey. Only takes 5 minutes. Limited time offer!,93,3
spam,Congratulations! Complete our quick 2-minute survey and win $1303 cash prize. Only 198 spots left!,98,3
spam,You've been chosen for our exclusive survey! Win a $161 Walmart gift card by sharing your opinion. Start now!,109,3
spam,Earn $505 by completing our market research survey. Only takes 5 minutes. Limited time offer!,93,3
spam,WIN a brand new iPhone! You're one of 696 selected participants. Complete survey to claim your prize!,101,3
spam,Earn $648 by completing our market research survey. Only takes 5 minutes. Limited time offer!,93,3
spam,WIN a brand new iPhone! You're one of 279 selected participants. Complete survey to claim your prize!,101,3
spam,WIN a brand new iPhone! You're one of 531 selected participants. Complete survey to claim your prize!,101,3
spam,Congratulations! Complete our quick 2-minute survey and win $625 cash prize. Only 101 spots left!,97,3
spam,Get paid $31 for your valuable opinion! Take our survey and receive payment within 24 hours. Start earning now!,111,3
